SMILE,IP,EA,HomoLumoGap
C(C#CN)O,0.311081805,-0.128276998,-0.439358803
C=NC=CN,0.279088168,-0.073411188,-0.352499356
CC#CC(=C)O,0.299579693,-0.075696756,-0.375276449
CN(C=N)C=O,0.351318048,-0.064599677,-0.415917725
C=CNOC=O,0.325753077,-0.077945334,-0.403698411
C=NC(=N)C=N,0.351475843,-0.016710412,-0.368186255
CNNN=C,0.315170803,-0.096309796,-0.411480599
CC(=N)C(=O)N=O,0.34070927,0.038724694,-0.301984576
C=NNCC=O,0.313044068,-0.059874112,-0.37291818
C=CN(N)N=O,0.320617723,-0.031090601,-0.351708324
C=CNC#CO,0.271166126,-0.111710827,-0.382876953
C=NCNC=O,0.340192379,-0.080572622,-0.420765001
CONON,0.346609717,-0.150540821,-0.497150538
C(C(=N)N=N)O,0.351653599,1.6051E-05,-0.351637548
CNCOO,0.330922273,-0.128691063,-0.459613336
C#CNCC=O,0.305292105,-0.056482436,-0.361774541
C(C=O)ONC=O,0.353539408,-0.045843293,-0.399382701
C=CNNC=O,0.306473411,-0.098120896,-0.404594307
C(NC#CO)OO,0.305710735,-0.108518231,-0.414228966
COONN,0.34588567,-0.087452266,-0.433337936
C=CN=NN=C,0.313474891,-0.000438201,-0.313913092
C(=O)C(=NC=N)N,0.336080114,0.003489845,-0.332590269
C(C(=O)NO)[N+](=O)[O-],0.353879377,-0.003209276,-0.357088653
C(=NO)C(=O)OC#N,0.392575557,0.018138541,-0.374437016
C=CC=C=C=N,0.307171765,0.00403158,-0.303140185
C=CC(=C)OC#N,0.337307218,-0.027121397,-0.364428615
CN(N=O)OC=O,0.348705271,-0.041612926,-0.390318197
CC(=N)ON=N,0.368542081,-0.034317592,-0.402859673
C=CNNN,0.299865294,-0.114089552,-0.413954846
CC(=N)ON=C,0.352888295,-0.061359541,-0.414247836
CCC#CON=O,0.333780444,0.027801105,-0.305979339
CC#CON=O,0.338616947,0.025633968,-0.312982979
CC(=N)C#CO,0.345882496,-0.068390536,-0.414273032
C(C#N)ONC=O,0.378073871,-0.057759585,-0.435833456
C=C(CC#C)O,0.31976329,-0.120309752,-0.440073042
C=C(C#N)NN=C,0.30458488,-0.026265154,-0.330850034
C#CC#COC#CC#CO,0.297231177,-0.044518324,-0.341749501
C(=N)NC(=O)O,0.363898606,-0.078505136,-0.442403742
C(=N)NC(=O)N=C=O,0.36713573,-0.03097699,-0.39811272
C(=[N+]=[N-])C(=O)C(=O)N=[N+]=[N-],0.354901426,0.029181529,-0.325719897
C(C(=O)[O])(O)[O],0.407247639,-0.094688934,-0.501936573
C(N=[N+]=[N-])ON,0.349731045,-0.075677671,-0.425408716
[C-]#[N+]C(C([N+]#[C-])[N+]#[C-])[N+]#[C-],0.411214291,-0.021549188,-0.432763479
C=CNN=C=O,0.306846129,-0.075899657,-0.382745786
C(=N)=NN=C=O,0.35204685,-0.047757476,-0.399804326
C(=O)(NN=[N+]=[N-])NN=[N+]=[N-],0.334901611,0.0012609,-0.333640711
CNC(=O)C#CO,0.330747721,-0.084315637,-0.415063358
C#CC#CC#CN,0.280502519,-0.031708435,-0.312210954
C=CNC(=O)C#C,0.316862242,-0.034541746,-0.351403988
C(=C(C#N)O)C#N,0.364004259,0.011060241,-0.352944018
C(C#N)ON=NN,0.354899133,-0.056252956,-0.411152089
C(=NOC(=O)ON=C=O)=O,0.375359591,0.020410859,-0.354948732
C(#N)C(C(=N)N)O,0.364377989,-0.07856409,-0.442942079
COOOC(=O)O,0.398129849,-0.058257323,-0.456387172
COC(=O)NN=C=O,0.330408422,-0.077850242,-0.408258664
C=C(C#N)C(=N)C#N,0.380422705,0.041424853,-0.338997852
C(#N)C(C(=O)O)NO,0.371806069,-0.05559905,-0.427405119
C(C(O)O)(N=O)O,0.360581301,0.007087435,-0.353493866
C(=O)N(OC=O)OC=O,0.371911622,-0.041622535,-0.413534157
C(=O)(NO)OOO,0.383519322,-0.059971628,-0.44349095
C[N+](=C)[C-]=O,0.339977433,-0.096518249,-0.436495682
C(=N)OC=O,0.385797018,-0.053088395,-0.438885413
C=C(NN=C)N=O,0.317574872,0.014242263,-0.303332609
C=C=C=C=CN=C,0.295469845,-0.007340756,-0.302810601
[N+](O)(O)(O)[O-],0.406325635,-0.115422068,-0.521747703
C(=O)(N=[N+]=[N-])ON,0.371268344,-0.038714164,-0.409982508
C(=O)(ON)ON=[N+]=[N-],0.367942922,0.000343972,-0.36759895
C(#N)NN(N)N,0.34646755,-0.100430001,-0.446897551
C(=N)[N-]C(=O)[O+]=N,0.348605824,0.002230388,-0.346375436
C(=N)[N-][O+]=N,0.362192978,0.032500099,-0.329692879
NN(N=[N+]=[N-])N=[N+]=[N-],0.327734047,-0.004258021,-0.331992068
NNN(N)O,0.332421595,-0.145596697,-0.478018292
NON=[N+]=[N-],0.351073295,-0.011048126,-0.362121421
NN(NN=O)NO,0.34099505,-0.026669151,-0.367664201
NN(N)O,0.350365548,-0.140127123,-0.490492671
C(=O)(N=N)ON,0.365771385,0.002648374,-0.363123011
NN(NO)O,0.356511172,-0.121551485,-0.478062657
C(=O)(N=O)ON,0.358351578,0.024965054,-0.333386524
N=NN=[N+]=[N-],0.389459369,-0.02383325,-0.413292619
C(=N)=NN=[N+]=[N-],0.337372498,-0.024429604,-0.361802102
C(=O)(C(=O)ON=[N+]=[N-])O,0.37784902,0.011799286,-0.366049734
C(=NNNN=[N+]=[N-])=O,0.341663658,-0.019479351,-0.361143009
NN=NN=[N+]=[N-],0.326495343,-0.038883816,-0.365379159
[N-]=[N+]=NON[N+](=O)[O-],0.384927169,0.024067323,-0.360859846
C(N=[N+]=[N-])(O)(O)O,0.368149377,-0.06490033,-0.433049707
[N-]=[N+]=NOON=[N+]=[N-],0.269649348,0.018405023,-0.251244325
C=CC(=CO)O,0.279027849,-0.069820812,-0.348848661
C(=NC(=O)O)C=O,0.363347585,0.021191874,-0.342155711
C(=N)=NC(=O)OC(=O)O,0.395250419,-0.007726528,-0.402976947
C(#N)N(C(=O)[N+](=O)[O-])C(=O)O,0.408461061,0.029503874,-0.378957187
C(=O)(N)N(C(=O)O)O,0.356905646,-0.076513068,-0.433418714
C(#N)C(C(=O)N)N=[N+]=[N-],0.362950894,-0.035616746,-0.39856764
C(#N)OC(=O)N=[N+]=[N-],0.412600898,0.002089974,-0.410510924
C(#N)[N+](=C(N=[N+]=[N-])[N+](=O)[O-])[O-],0.353324367,0.082588178,-0.270736189
C(#N)C(=O)OC(=O)C#N,0.435672846,0.057099453,-0.378573393
C(=NN)N=NC#N,0.345109939,0.033300849,-0.31180909
C(#N)ON=[N+]=[N-],0.387610744,0.041578835,-0.346031909
C(#N)OC(=O)OC(=O)OC#N,0.427043564,0.00786,-0.419183564
C(#N)ON(C(=O)O)[N+](=O)[O-],0.414971089,0.009537042,-0.405434047
C(#N)N(C(=O)N)O,0.350047657,-0.064907761,-0.414955418
[C-]#[N+]N(C#N)[N+](=O)[O-],0.406177787,0.026302985,-0.379874802
C(#N)N(N=[N+]=[N-])[N+](=O)[O-],0.386562041,0.025937839,-0.360624202
C(#N)OC(=O)N(N)[N+](=O)[O-],0.389657559,0.009720502,-0.379937057
C(#N)OC(=O)O[N+](=O)[O-],0.430271853,0.026845319,-0.403426534
C(#N)NC(=O)[N+](=O)[O-],0.413774569,0.041456947,-0.372317622
C(#N)OC(=O)C(=O)O[N+](=O)[O-],0.412238576,0.046952796,-0.36528578
NN(N)N=[N+]=[N-],0.324995886,-0.046412056,-0.371407942
[N-]=[N+](O)O,0.382745697,-0.092442673,-0.47518837
[N-]=[N+]=N[N+](=[N-])N=[N+]=[N-],0.362612659,0.048054896,-0.314557763
C(C(O)O)N=O,0.331067713,-0.02726986,-0.358337573
C([N+](=O)[O-])([N+](=O)[O-])O,0.4058372,0.0293251,-0.3765121
COC(=O)N=C=N,0.363380287,-0.051739449,-0.415119736
CC(=C=N)C=O,0.32864145,-0.041791068,-0.370432518
CC(=C=C=C)N=O,0.299051699,0.033315236,-0.265736463
[C-]#[N+]C(=O)CN,0.364210485,-0.014685371,-0.378895856
NNNN=NN,0.308485875,-0.075514591,-0.384000466
C(=O)(C(=O)O)N(N)O,0.346024346,-0.019171214,-0.36519556
C(=O)([N+](=O)[O-])ONO,0.392466826,0.012143527,-0.380323299
C(#N)C(=O)ONO,0.409650452,-0.006136717,-0.415787169
C(=NN(C(=O)O)O)=O,0.338730329,-0.046042149,-0.384772478
C(#N)N(C(=O)OO)[N+](=O)[O-],0.404954111,0.023143024,-0.381811087
[N-]=[N+]=NN([N+](=O)[O-])O,0.363817369,-0.003145232,-0.366962601
C(=N)=NN([N+](=O)[O-])O,0.348175086,-0.015110114,-0.3632852
C(O[N+](=O)[O-])OO,0.406021526,-0.027516243,-0.433537769
C(=O)(NO)[N+](=O)[O-],0.379758062,0.011488728,-0.368269334
N(N=O)ONN=O,0.352395839,0.001397775,-0.350998064
C(=O)(N=N)OC(=O)O,0.389130816,0.039567397,-0.349563419
C(=NC(=O)OC(=O)N=C=O)=O,0.392292132,-0.000679716,-0.392971848
CC(=O)NN=C=O,0.332376579,-0.082628123,-0.415004702
NONN=O,0.357722299,-0.033494259,-0.391216558
[N-]=[N+]=N[N+](=NO)[O-],0.349199844,-0.005611938,-0.354811782
C(=O)(N=NN=O)O,0.324987164,0.024209458,-0.300777706
CC(=C=O)N=O,0.321900109,-0.01517565,-0.337075759
CON(C=O)N,0.339799484,-0.091206783,-0.431006267
C=NC(=O)C(=O)O,0.359310134,-0.018271551,-0.377581685
COOC(=O)C#N,0.397107153,-0.015042829,-0.412149982
CN=C=C=C=C=C,0.281269988,0.016913636,-0.264356352
C(#N)N=NC(=O)N,0.359887884,0.044866805,-0.315021079
C=C(C(=O)O)NO,0.321792638,-0.036566239,-0.358358877
C(=N)=NN[N+](=O)[O-],0.357243408,-0.021125282,-0.37836869
C(#N)C(=O)N(N)[N+](=O)[O-],0.397316491,0.030005776,-0.367310715
C(#N)N(C#N)N[N+](=O)[O-],0.400742971,0.010753156,-0.389989815
C(#N)C(=O)ON[N+](=O)[O-],0.429985155,0.027717039,-0.402268116
C(#N)N(N)N[N+](=O)[O-],0.377769633,-0.016106761,-0.393876394
C(=O)NN(N)[N+](=O)[O-],0.361373225,-0.033741779,-0.395115004
NNN[N+](=O)[O-],0.367908534,-0.03734277,-0.405251304
C(=NN[N+](=O)[O-])=O,0.364814126,-0.025927324,-0.39074145
C(ON)O[N+](=O)[O-],0.380063329,-0.040269613,-0.420332942
NOO[N+](=O)[O-],0.381891281,0.011447901,-0.37044338
[N-]=[N+]=NN=N[N+](=O)[O-],0.378874015,0.021318023,-0.357555992
C(=NN=N[N+](=O)[O-])=O,0.384788795,0.012464923,-0.372323872
C(#N)N(C(=O)N)[N+](=O)[O-],0.399435634,0.014971803,-0.384463831
C(#N)OC(=O)N[N+](=O)[O-],0.422274034,0.016490345,-0.405783689
C(#N)N(C(=O)N=[N+]=[N-])[N+](=O)[O-],0.400294516,0.035509691,-0.364784825
C(#N)C(=O)N[N+](=O)[O-],0.421957784,0.036667554,-0.38529023
C(=N)=NC(=O)O[N+](=O)[O-],0.401103201,0.00174663,-0.399356571
C(#N)N(N)[N+](=O)[O-],0.394812458,-0.007972041,-0.402784499
C(OC#N)O[N+](=O)[O-],0.413057896,-0.005139511,-0.418197407
C(#N)C(=O)OO[N+](=O)[O-],0.44432167,0.027334372,-0.416987298
C(=O)(N=O)N([N+](=O)[O-])O,0.36618465,0.044577395,-0.321607255
C([N+](=O)[O-])OOC(=O)O,0.38474979,-0.018522908,-0.403272698
N(=NN=N[N+](=O)[O-])N=NN=O,0.344250108,0.064266672,-0.279983436
NN(N=O)[N+](=O)[O-],0.376716254,0.011698475,-0.365017779
N(=N[N+](=O)[O-])N=O,0.384922665,0.022402491,-0.362520174
C(=O)(N)N(N=O)[N+](=O)[O-],0.378641122,0.025052693,-0.353588429
C(#N)C(=O)N=O,0.389959138,0.074083678,-0.31587546
C(=O)(N(N=O)[N+](=O)[O-])O,0.389096411,0.02957365,-0.359522761
C(#N)OON=O,0.412674029,0.028712655,-0.383961374
C(#N)OC(=O)N=O,0.394727434,0.067656509,-0.327070925
COOC(=O)ON,0.375700055,-0.077965823,-0.453665878
[N-]=[N+]=NN(N=[N+]=[N-])N=[N+]=[N-],0.350124362,0.025124224,-0.325000138
C=CONN,0.316612979,-0.127446853,-0.444059832
C(C=C=O)OC(=O)O,0.339670336,-0.053737904,-0.39340824
[N-]=[N+]=NN(N=O)O[N+](=O)[O-],0.369862322,0.026286356,-0.343575966
CNNN=C=O,0.331206243,-0.072656921,-0.403863164
C(C=CC#N)[N+](=O)[O-],0.375114247,0.004765622,-0.370348625
NN=[N+](NO)[O-],0.332657678,-0.051157687,-0.383815365
CC(=O)ON(O)O,0.359662314,-0.080783997,-0.440446311
C(=NN(NN)O)=O,0.33915309,-0.065994505,-0.405147595
CC(=O)N=CC#C,0.3390676,-0.013780632,-0.352848232
[C-]#[N+]N[N+](=O)[O-],0.412996521,-0.00903974,-0.422036261
CON(N=[N+]=[N-])O,0.346078564,-0.031720368,-0.377798932
C(#N)NC(=O)C(=O)N,0.369012895,-0.005581394,-0.374594289
[N-]=[N+]=NNN=NN=[N+]=[N-],0.32822024,-0.004253183,-0.332473423
CC=NO[N+](=O)[O-],0.379063063,-0.025362894,-0.404425957
NNN(N=[N+]=[N-])N=[N+]=[N-],0.329175762,-0.010424736,-0.339600498
C(#N)OC(=O)N=C=O,0.425157789,-0.008382789,-0.433540578
C(#N)C(=N)NC(=O)O,0.384578666,-0.015726709,-0.400305375
C(#N)OC(=O)NC(=O)O,0.413992086,-0.024248742,-0.438240828
C(=NN=[N+]=[N-])OC=O,0.338237266,-0.022576287,-0.360813553
C(O)ON=[N+]=[N-],0.361085714,-0.027605679,-0.388691393
CNCN=[N+]=[N-],0.326332498,-0.073747277,-0.400079775
C(#N)C(=N)N=O,0.386761118,0.065808789,-0.320952329
C(=O)(N(N)O[N+](=O)[O-])O,0.364264532,-0.021669732,-0.385934264
C(#N)OC(N)(N)O,0.370298756,-0.102143262,-0.472442018
CC(=NO)OO,0.331998693,-0.105607447,-0.43760614
C(#N)C(N=O)O,0.389877257,0.030771743,-0.359105514
C(=C=CC#N)C#N,0.392304142,0.002413181,-0.389890961
C(N)(N)N=[N+]=[N-],0.339913303,-0.07284428,-0.412757583
C(=O)(N(N)N=[N+]=[N-])O,0.336709295,-0.035398076,-0.372107371
C(=O)(C(O)(O)OO)O,0.38282811,-0.04589328,-0.42872139
C(=C(C#N)C(=O)O)C=O,0.375369924,0.055628008,-0.319741916
C(#N)N(N=[N+]=[N-])O[N+](=O)[O-],0.372833979,0.026842596,-0.345991383
C(C(=N)N)N=[N+]=[N-],0.326844962,-0.072154034,-0.398998996
C=CNOC(=O)O,0.32787592,-0.081009156,-0.408885076
C(=N)[N+](=O)C(=O)[O-],0.360296116,0.032125143,-0.328170973
C(#N)N(C(=O)O)O,0.364201048,-0.06092985,-0.425130898
C(#N)OC([N+](=O)[O-])ON,0.390505571,-0.009942833,-0.400448404
C(=O)(NN)N=[N+]=[N-],0.364041933,-0.058158991,-0.422200924
C(#N)N(C#N)N([N+](=O)[O-])O,0.390765825,0.012229332,-0.378536493
C(C=C=O)ON,0.323328144,-0.065671237,-0.388999381
CC=C=C=C=O,0.296424323,0.004380669,-0.292043654
C(#N)N(N)NN=[N+]=[N-],0.352197772,-0.026550463,-0.378748235
COOONN,0.352214454,-0.060199187,-0.412413641
C(=NC(=O)O)[N+](=O)[O-],0.389685225,0.036329989,-0.353355236
C(=O)NN(N)N,0.33629291,-0.108529415,-0.444822325
C(=O)(N=O)OO[N+](=O)[O-],0.376958117,0.05094502,-0.326013097
C(#N)C(=NN)N=N[N+](=O)[O-],0.344760963,0.046499166,-0.298261797
[C-]#[N+]N(C#N)C(=O)O[N+](=O)[O-],0.393684498,0.03111248,-0.362572018
C=C(N)N=[N+]=[N-],0.296831071,-0.058480979,-0.35531205
C(=C(C#N)C(=O)O)N=[N+]=[N-],0.34763546,0.027808858,-0.319826602
C(=O)(C(=O)O)NN=[N+]=[N-],0.345920089,-0.004166652,-0.350086741
CC(=O)OC=N,0.370542462,-0.058631407,-0.429173869
C(=N)(N=N)N=[N+]=[N-],0.363359373,0.01197349,-0.351385883
CNN(C#N)[N+](=O)[O-],0.370876385,-0.006475726,-0.377352111
C(=NNN=[N+]=[N-])N=N,0.301725334,-0.002394927,-0.304120261
C(=O)(NC(=O)O)N=[N+]=[N-],0.391824567,-0.007651943,-0.39947651
C(=O)(N=[N+]=[N-])O[N+](=O)[O-],0.409317488,0.017542395,-0.391775093
CNC=[N+]=[N-],0.307450206,-0.050081095,-0.357531301
C(C#N)ON=[N+]=[N-],0.36955134,-0.002873658,-0.372424998
C(#N)C(=N[N+](=O)[O-])NO,0.376977945,0.037688878,-0.339289067
[C-]#[N+]N(C#N)N=O,0.399560009,0.045799815,-0.353760194
C=C(CO)N=[N+]=[N-],0.317776866,-0.057153802,-0.374930668
C(#N)NN(N=[N+]=[N-])N=[N+]=[N-],0.352837731,0.018882463,-0.333955268
N(N(O)O)O,0.374657984,-0.125256485,-0.499914469
COCN=C=N,0.345664256,-0.124078852,-0.469743108
C=CC(=O)NN=C=O,0.332845428,-0.022472373,-0.355317801
CO[O+]([O-])OC,0.366207652,-0.048432985,-0.414640637
C=CC(N=[N+]=[N-])O,0.349990508,-0.057230409,-0.407220917
C(=NNC(=O)C(=O)O)=O,0.360379194,-0.004186023,-0.364565217
C(#N)N(N)NN,0.356598388,-0.099344353,-0.455942741
C(#N)N([N+](=O)[O-])O[N+](=O)[O-],0.398235532,0.03517122,-0.363064312
C(=O)(N(N)[N+](=O)[O-])O,0.38927191,-0.003715215,-0.392987125
COC(=CC#N)C#N,0.356001556,0.008709227,-0.347292329
CC#COC#N,0.362813687,-0.110800485,-0.473614172
C(C(=O)OON)O,0.351927175,0.012919624,-0.339007551
C#CCN=C=N,0.347962368,-0.099746179,-0.447708547
C(#N)ON(N=O)[N+](=O)[O-],0.393051177,0.017033162,-0.376018015
NN(NN=[N+]=[N-])O,0.33648233,-0.047747514,-0.384229844
C(=N)N(N)N,0.317458622,-0.112421231,-0.429879853
C(=O)(N([N+](=O)[O-])O)O,0.391413062,0.006778639,-0.384634423
C(=O)N(N)NO,0.34623811,-0.09700462,-0.44324273
C(=NC(=O)O)C(=O)O,0.3640577,0.004598864,-0.359458836
C=NC(=NC#N)N=C,0.349337462,0.021964973,-0.327372489
C(=O)(N(NO)[N+](=O)[O-])O,0.387362329,0.009861901,-0.377500428
C(=NO)ON,0.345083932,-0.114671361,-0.459755293
C(=N)=NN(C(=O)O)[N+](=O)[O-],0.36344518,0.012594933,-0.350850247
[C-]#[N+]NN=[N+]=[N-],0.373855385,-0.012345089,-0.386200474
NNON=[N+]=[N-],0.345089374,-0.02947326,-0.374562634
C(#N)N(N[N+](=O)[O-])N=[N+]=[N-],0.375099867,0.023007496,-0.352092371
C(#N)N([N+](=O)[O-])OO,0.417756532,0.018431301,-0.399325231
CC(=CN=[N+]=[N-])O,0.288980444,-0.065294769,-0.354275213
C(=O)OC(=O)N(C#N)[N+](=O)[O-],0.403032069,0.026683796,-0.376348273
C(#N)OC(=O)NN=[N+]=[N-],0.352532845,-0.009523364,-0.362056209
[C-]#[N+]N(C#N)N,0.380788512,-0.053763024,-0.434551536
C(#N)C(=NO)C(=N)N,0.347066833,0.004790092,-0.342276741
CC(=CN=C=O)O,0.299287341,-0.085489694,-0.384777035
C=COC(=O)OC#C,0.338387289,-0.058914445,-0.397301734
CON([N+](=O)[O-])O,0.37938665,-0.020233858,-0.399620508
C(=CO)C(=N)N=O,0.33236658,0.024500622,-0.307865958
C(O)(O)ON=O,0.393324777,-0.018656212,-0.411980989
C=COC(=O)OC#N,0.37919054,-0.043133616,-0.422324156
C([N+](=O)[O-])ON=C=N,0.358372925,-0.016983025,-0.37535595
C(=O)(N(NN)O)O,0.339616769,-0.100695297,-0.440312066
C(=O)(C(N=O)([N+](=O)[O-])O)O,0.370405005,0.064329032,-0.306075973
C(=NO)(N)N(O)O,0.307527448,-0.097671548,-0.405198996
CON(C#N)O,0.379196589,-0.082409146,-0.461605735
NN(N)[N+](=O)[O-],0.372598639,-0.037938667,-0.410537306
[N-]=[N+]=NON=O,0.380024817,0.008471792,-0.371553025
C=NC=C(C#N)O,0.320191069,-0.017593044,-0.337784113
C(N=CC(=O)O)O,0.36318024,-0.016883107,-0.380063347
C(=O)(C(=O)OO)O[N+](=O)[O-],0.410876544,0.026642177,-0.384234367
C(=O)(N=[N+]=[N-])ONO,0.383260151,-0.032766909,-0.41602706
C(#N)OC(=N)C(=N)OC#N,0.396439881,0.025260554,-0.371179327
C(#N)N(C#N)N=C=O,0.374403273,0.012785843,-0.36161743
C(#N)N=C(N)[N+](=O)[O-],0.371729034,0.040584913,-0.331144121
C(#N)NN(C#N)[N+](=O)[O-],0.401512677,0.015249957,-0.38626272
C(C=N)OC=O,0.366225552,-0.070561792,-0.436787344
C(C(N=O)N=O)(N=O)N=O,0.319095318,0.073113844,-0.245981474
CON(N=[N+]=[N-])N=[N+]=[N-],0.355492741,0.001806656,-0.353686085
C(=C=N)OC=C=N,0.28182832,-0.024664815,-0.306493135
C(#N)N(N)N([N+](=O)[O-])O,0.371134367,-0.017018402,-0.388152769
CN(N(O)O)O,0.360599349,-0.119899567,-0.480498916
C(=N)(NC(=O)O)[N+](=O)[O-],0.388644345,0.014589649,-0.374054696
C(=CO)N=C=O,0.312745597,-0.083074011,-0.395819608
N(N=O)O[N+](=O)[O-],0.372543702,0.006546744,-0.365996958
NN=NN=NN=N[N+](=O)[O-],0.336536088,0.022168926,-0.314367162
C(#N)ONC(=O)O,0.397225018,-0.052136423,-0.449361441
NN[N+](=[N-])NN,0.315566606,-0.082473755,-0.398040361
N(N(N=O)[N+](=O)[O-])ON=O,0.366835238,0.040972947,-0.325862291
C(=NC(=O)C(O)(O)O)=O,0.385877051,-0.031769378,-0.417646429
C(#N)C(=N)C(=NN)C#N,0.344013202,0.034151459,-0.309861743
C(=NNOC(=O)O)=O,0.368008416,-0.054101542,-0.422109958
C(#N)ON(N=[N+]=[N-])[N+](=O)[O-],0.396109289,0.048268808,-0.347840481
[N-]=[N+]=NN(N=[N+]=[N-])O,0.36717022,0.005146641,-0.362023579
C(=O)(C(=O)ONO)O,0.373363501,-0.014705145,-0.388068646
CC(=O)ONN=[N+]=[N-],0.356167864,-0.02858381,-0.384751674
C=C=C=COC=O,0.316473414,-0.014731692,-0.331205106
C(#C[N+](=O)[O-])C(=O)O,0.401137033,0.02953516,-0.371601873
CC(=O)[O+](O)[O-],0.35189043,0.024044435,-0.327845995
[N-]=[N+]=NN=NN=NN=NN=O,0.258655425,0.102294608,-0.156360817
C(=[N+]=[N-])(N=O)[N+](=O)[O-],0.43977219,0.050390456,-0.389381734
C(#N)N(N=O)[N+](=O)[O-],0.419668868,0.055801071,-0.363867797
C(#N)NON(O)O,0.389580785,-0.065400265,-0.45498105
C(#N)N=NC(=O)NN,0.356984613,0.050106206,-0.306878407
C(O)ON=C=N,0.346896748,-0.069410508,-0.416307256
C(=O)C(=N)N=O,0.343610058,0.040457793,-0.303152265
NNNN=[N+]=[N-],0.348833677,-0.043231146,-0.392064823
C(=O)N(N=C=O)OC=O,0.3489315,-0.03237461,-0.38130611
C(=O)(N)N(N=[N+]=[N-])[N+](=O)[O-],0.372292958,0.003993575,-0.368299383
C(#N)N([N+](=O)[O-])OC(=O)O,0.402345565,0.004618642,-0.397726923
C(=N)N=NC(=O)O,0.347070398,0.010865917,-0.336204481
C=CCON=C=O,0.338062062,-0.0375185,-0.375580562
C(NN)[N+](=O)[O-],0.354152973,-0.040900924,-0.395053897
C(#N)C(N)(N)[N+](=O)[O-],0.366089242,-0.012937762,-0.379027004
CC=CC#[N+][O-],0.316942006,-0.042139053,-0.359081059
C#CCOOC#N,0.380189683,-0.00319135,-0.383381033
CC(N=[N+]=[N-])(O)O,0.360020513,-0.066407236,-0.426427749
C(=O)(NN=[N+]=[N-])N=N,0.341674774,0.008507268,-0.333167506
CC#COC(=O)C=O,0.348982138,0.016650838,-0.3323313
NOON=[N+]=[N-],0.324692035,-0.003902724,-0.328594759
C(=C=O)C(=O)C(O)O,0.349123949,-0.029492507,-0.378616456
CON(C#N)C#N,0.382853002,-0.015452012,-0.398305014
C(N)OC(=O)C#N,0.380470382,-0.021465715,-0.401936097
CONN=[N+]=[N-],0.348690093,-0.043216783,-0.391906876
C=C(C(=O)N)N=C=O,0.33244251,-0.029229046,-0.361671556
C(=NNN=[N+]=[N-])=O,0.349602383,-0.011502632,-0.361105015
C(#N)OC(=O)ON,0.403189248,-0.068642312,-0.47183156
C(=O)(N(C(=O)O)O)[N+](=O)[O-],0.396697828,0.003018366,-0.393679462
C(=O)(NN)NN=[N+]=[N-],0.320563065,-0.051540059,-0.372103124
[N-]=[N+]=NN([N+](=O)[O-])[N+](=O)[O-],0.38835749,0.028642839,-0.359714651
N(NO)N=O,0.347653033,-0.043963698,-0.391616731
CC(=C=[O+][O-])C,0.310464375,-0.024583862,-0.335048237
N[N+](=N)[O-],0.375176249,-0.069475183,-0.444651432
C(=N)[C+](C=N)C(=O)[O-],0.356887091,-0.014694721,-0.371581812
NN([N+](=O)[O-])O,0.369498143,-0.035755858,-0.405254001
N[N+](=NO)[O-],0.339171149,-0.071809015,-0.410980164
C(N)N(N)O,0.329810155,-0.153757226,-0.483567381
C(=C(C(=O)O)N=O)O,0.342119057,0.025873422,-0.316245635
C=C(C=N)C=N,0.326954152,-0.014207356,-0.341161508
COCC#CO,0.332586807,-0.122704706,-0.455291513
NN=NNNN=O,0.316943817,-0.037313566,-0.354257383
C=C=C=C=C=C=C=C=N,0.268752292,0.045952225,-0.222800067
CC(=O)C(=O)C=N,0.334740308,0.032960977,-0.301779331
C=NC(=NC#N)N,0.334732106,-0.012157566,-0.346889672
C(#N)C(=N)C(=N)C(=O)O,0.3906873,0.053339192,-0.337348108
C=C=C=C=C=C=C=N,0.276154889,0.046164672,-0.229990217
C(=O)NOO,0.373894987,-0.056534992,-0.430429979
C=CNOO,0.324632594,-0.073639307,-0.398271901
[C-]#[N+]C(=C(N)N)C#N,0.30477319,-0.044474949,-0.349248139
COC#CC#CC=O,0.322886712,-0.007745161,-0.330631873
C(=C=C=O)C=C=O,0.30798236,-0.007937628,-0.315919988
C(#N)ON=NN=[N+]=[N-],0.385207301,0.031864055,-0.353343246
N(=O)N([N+](=O)[O-])O,0.403243541,0.034015863,-0.369227678
C(=NNC(=O)O)N=N,0.359994509,0.028795323,-0.331199186
C(=O)(NN=N)N=NN,0.336900068,0.00604603,-0.330854038
CN(O)OC=O,0.357943208,-0.094232157,-0.452175365
C(=C(O)ON=O)N,0.252332025,0.021041899,-0.231290126
C(=N)OC(=O)N,0.363466007,-0.088620559,-0.452086566
COOC(=O)C=N,0.369957856,-0.014313092,-0.384270948
C(=CO)C(=O)N=O,0.326158493,0.01282531,-0.313333183
C(=O)N(N)[N+](=O)[O-],0.383178531,-0.011246051,-0.394424582
C(=NN=[N+]=[N-])N=N,0.344892916,0.018536908,-0.326356008
C(=O)(C(=NO)[N+](=O)[O-])N,0.390858942,0.033126938,-0.357732004
C(=C=C=O)C(=O)N=C=O,0.339470538,0.056559379,-0.282911159
C(=NC(O)O)=O,0.393993052,-0.088385216,-0.482378268
C(=O)(N=NC(=O)ON)O,0.349025653,0.026580078,-0.322445575
C(O)(O)OC(=O)N,0.373138944,-0.126567733,-0.499706677
C(=O)(NC(=O)O)NO,0.338978008,-0.073865776,-0.412843784
NN=NNN=NN,0.276830073,-0.045913113,-0.322743186
