SMILE,IP,EA,HomoLumoGap
C(#CC(=O)O)C#N,0.394918481,0.020722301,-0.37419618
[C-]#[N+]C(=C(C#N)[N+]#[C-])C#N,0.393022237,0.08700274,-0.306019497
CC=[C],0.372877608,-0.122956843,-0.495834451
CC=C(N)O,0.274465063,-0.139173592,-0.413638655
C(=COO)OO,0.305638765,-0.093793121,-0.399431886
CC(=CN)O,0.27123098,-0.142766385,-0.413997365
COC=NN=N,0.342490747,-0.03973561,-0.382226357
CN=NN=NN=N,0.324119998,0.001674116,-0.322445882
C(C#N)C(=NO)N,0.318250126,-0.088794006,-0.407044132
C(=NNC(=O)N)C#N,0.345642876,-0.00503132,-0.350674196
C(C#N)C(=CO)C#N,0.348115148,-0.043215801,-0.391330949
COC=NO,0.328751999,-0.125405971,-0.45415797
C(=O)C(=[N+]=[N-])[N+](=O)[O-],0.382536056,0.031958682,-0.350577374
CNC=CC#N,0.297861177,-0.069420787,-0.367281964
C(CNO)C#N,0.355653917,-0.110537842,-0.466191759
C(=[N+](O)[O-])[N+](=O)[O-],0.38542073,0.03860113,-0.3468196
C(=C(C=O)C#N)N,0.326747292,-0.015535973,-0.342283265
C(=C(C=O)C#N)O,0.361617457,0.008834906,-0.352782551
C(=CN)C(=O)O,0.308723357,-0.073891974,-0.382615331
C=CC=N[N+](=O)[O-],0.369000255,0.00180183,-0.367198425
C(=C(C#N)C(=O)O)O,0.360115789,-0.012498714,-0.372614503
C(=NN)C(=O)N,0.330689699,-0.050291133,-0.380980832
CC=COO,0.305205537,-0.106759195,-0.411964732
C(=N)=NN=NN=C=N,0.336804347,-0.003313705,-0.340118052
C(=C(C#N)C(=O)C=O)O,0.354271638,0.03808738,-0.316184258
C=C(N=C)O,0.319339022,-0.05066513,-0.370004152
CC(=C[N+]#[C-])N,0.297954491,-0.072849637,-0.370804128
[C-]#[N+]C(=CO)C#N,0.358670884,-0.010079451,-0.368750335
C(=CN=CC#N)N,0.290726896,-0.018544199,-0.309271095
C(#N)C(=NO)N,0.333464599,-0.040669455,-0.374134054
NN=NN(N)N,0.306827449,-0.077322338,-0.384149787
C(=CO)C(=O)C(=O)O,0.348106174,0.009768812,-0.338337362
C(C=CN=C=O)N=O,0.316003857,-0.010139607,-0.326143464
C(=C(N)[N+](=O)[O-])N,0.31588043,-0.030397331,-0.346277761
C(=C(C(=O)O)O)C#N,0.349931742,0.007709764,-0.342221978
C#CCC=NO,0.341865519,-0.082819101,-0.42468462
C(C#N)C(=CC#N)C#N,0.395035863,0.044646937,-0.350388926
C(C=CN=O)N=O,0.314663477,0.037044279,-0.277619198
CC(=C[N+](=O)[O-])O,0.358884461,-0.016276396,-0.375160857
CC(=C(C#N)[N+]#[C-])C#N,0.377418173,0.050543265,-0.326874908
CC=C(C#N)[N+]#[C-],0.367064644,0.001423564,-0.36564108
N(=NOO)OO,0.388770285,-0.044250678,-0.433020963
C(=COOO)OOO,0.311938467,-0.066444335,-0.378382802
CC(=NO)NO,0.305704377,-0.109140812,-0.414845189
C(=CN)C(=O)OO,0.312806808,-0.056828139,-0.369634947
C(=C(N)O)[N+](=O)[O-],0.326856051,-0.036457605,-0.363313656
CC(=O)N=N,0.353901394,0.000117437,-0.353783957
C(=C=C=O)C(=O)N,0.33258274,0.034590397,-0.297992343
CNN=CC=O,0.315114527,-0.037313001,-0.352427528
C(#N)C(=NN)C(=O)N,0.343284009,-0.006154587,-0.349438596
C(=NC(=O)N)C(=O)O,0.341508377,-0.001971349,-0.343479726
C(=CNC=O)C#N,0.337637812,-0.017567384,-0.355205196
C(=NN)(C(=O)O)N,0.31996702,-0.045942466,-0.365909486
C(C=NO)N,0.339135979,-0.102500865,-0.441636844
C(=C[N+](=O)[O-])C(=O)N,0.36524226,0.028643232,-0.336599028
C(=C(C#N)N)N,0.28565843,-0.070887383,-0.356545813
C(=CNC=O)C=O,0.333941587,-0.010152387,-0.344093974
C(=NN=CN)N,0.276152437,-0.098222664,-0.374375101
CC=C(C=O)O,0.324920673,-0.022407133,-0.347327806
C#CCC=CO,0.314216228,-0.110038279,-0.424254507
CC(=C=O)C=C=O,0.280119976,-0.027910458,-0.308030434
C=COC(=O)C=[N+]=[N-],0.322811132,-0.012809254,-0.335620386
NNN=NN,0.312144627,-0.089603555,-0.401748182
[C-]#[N+]C=C[N+]#[C-],0.373348553,0.004899954,-0.368448599
NN=NN=NN=NN=O,0.313885108,0.039274407,-0.274610701
CC=NCO,0.343656534,-0.098942962,-0.442599496
C(=COC=O)C(=O)O,0.359711334,-0.016970835,-0.376682169
C(C#N)OC=CC#N,0.35614714,-0.03466113,-0.39080827
C(=COO)NC=O,0.297128376,-0.077184809,-0.374313185
C(=C[N+](=O)[O-])NO,0.341355171,-0.019016423,-0.360371594
C(=CON)[N+](=O)[O-],0.360514309,-0.019373386,-0.379887695
C(=CNO)C=O,0.314870188,-0.04080009,-0.355670278
C(=COC=O)OC=O,0.341356244,-0.037941428,-0.379297672
NN=NN=NN=O,0.328685584,0.026613482,-0.302072102
C=CC=CN=[N+]=[N-],0.293651709,-0.024221675,-0.317873384
C(=NN)NN,0.2871084,-0.122384446,-0.409492846
C=NN=CN,0.310066586,-0.0709406,-0.381007186
CC(C#N)ON,0.370341663,-0.108348749,-0.478690412
CC(C#N)N=C=O,0.393689449,-0.067523405,-0.461212854
C(=C=[N-])[N+](=O)O,0.35941867,-0.006700118,-0.366118788
C(=CO)[N+](=O)[O-],0.377508433,-0.013373909,-0.390882342
COC(=NN=O)N,0.320545247,-0.024555854,-0.345101101
C(=C=O)C(=C=O)O,0.277753748,-0.010272387,-0.288026135
CC=C(C#N)O,0.335848885,-0.051416754,-0.387265639
C#CCON=O,0.367049114,-0.025309812,-0.392358926
C(=[N+]=[N-])(C(=O)O)[N+](=O)[O-],0.390399215,0.033433506,-0.356965709
C=NC=CN=C,0.301779889,-0.033052205,-0.334832094
C[O+]=[N-],0.301734689,-0.034611054,-0.336345743
C(#CN)C#C[N+](=O)[O-],0.323185833,0.010220258,-0.312965575
C(O)ON=O,0.389660219,-0.023937487,-0.413597706
[C-]#[N+]C=C=O,0.355551542,-0.013881379,-0.369432921
C(=C=N)C=O,0.348071759,-0.042168063,-0.390239822
C(=[N+]=[N-])=[N+]=[N-],0.35294979,-0.016327152,-0.369276942
C(#N)C(=O)NO,0.371295772,-0.025896338,-0.39719211
C(=[N+]=[N-])N,0.313100014,-0.053049698,-0.366149712
CNC(=O)C#[N+][O-],0.35773135,-0.041823861,-0.399555211
COC(C#C)O,0.356248798,-0.122755219,-0.479004017
C(=C([N+](=O)[O-])[N+](=O)[O-])N,0.35884393,0.013207866,-0.345636064
C(=NN=O)N,0.314300492,-0.023126717,-0.337427209
C(C(=NO)[N+](=O)[O-])O,0.378182153,0.017781962,-0.360400191
CC(=NN)C#N,0.333571119,-0.041360084,-0.374931203
C#CCC#CC#C,0.325599495,-0.058463793,-0.384063288
C(C#N)OC(=O)C=[N+]=[N-],0.353327735,-0.006026209,-0.359353944
C=CC(=N)C#C,0.343864188,-0.019976937,-0.363841125
CC(=N)C#C,0.361171608,-0.047439793,-0.408611401
C(=CN=[N+]=[N-])C(=O)N,0.333307185,-0.016736443,-0.350043628
[C-]#[N+]C#C[N+]#[C-],0.392223101,0.004748321,-0.38747478
C(=O)C(=O)C(O)O,0.351457173,0.016322277,-0.335134896
C(#CC#C[N+](=O)[O-])C#CN,0.302983047,0.032500292,-0.270482755
C=C(C=N)[N+](=O)[O-],0.365059865,0.027599466,-0.337460399
C=NC=NC=O,0.343256835,-0.022036927,-0.365293762
C(=C(C#N)C(=O)O)N,0.323909348,-0.03297792,-0.356887268
CO[N+](=C)[O-],0.331738858,-0.079358704,-0.411097562
CC=CC#CO,0.289268632,-0.083306252,-0.372574884
C=NC=CC=O,0.329822607,-0.009885704,-0.339708311
CC(=O)NC(=O)C#N,0.407619022,0.008053328,-0.399565694
C[N+](=N)[O-],0.376843995,-0.06106163,-0.437905625
C(=O)C(C(=O)O)[N+](=O)[O-],0.381513508,0.005397315,-0.376116193
C=C(C=CO)O,0.282838901,-0.081525425,-0.364364326
C#CC(=O)OO,0.391116112,-0.021569473,-0.412685585
C=CC=[N+](O)[O-],0.301318015,-0.0333446,-0.334662615
C(=N)C(=N)C#N,0.393418737,0.028366387,-0.36505235
C=NC=NC=N,0.332391625,-0.031616326,-0.364007951
C(=CC=C=O)C=C=O,0.264282802,-0.025488999,-0.289771801
CC(O)OON=O,0.367944177,-0.022558392,-0.390502569
C(=O)C(=N)C(=O)O,0.36681966,0.019523199,-0.347296461
C=NC(C=O)C#N,0.366577349,-0.026188137,-0.392765486
C=CC=CN=O,0.30062181,0.026918227,-0.273703583
C=CC(=C)N=O,0.321798343,0.016128777,-0.305669566
C=NC(=O)C=CO,0.328245855,-0.015868758,-0.344114613
C(#C[N+](=O)[O-])N,0.357350268,-0.021498695,-0.378848963
C(=NO)C#[N+][O-],0.338908986,-0.023722435,-0.362631421
C#COC#N,0.389927228,-0.106750792,-0.49667802
C#CC#[N+][O-],0.353587614,-0.045280298,-0.398867912
C#CO[N+]#[C-],0.38345559,-0.067838716,-0.451294306
C#CON=O,0.361346875,0.033586437,-0.327760438
COCC=[N+]=[N-],0.313936962,-0.045751531,-0.359688493
C=CC(=O)C=[N+]=[N-],0.3349144,-0.012064773,-0.346979173
C(CO)C#CC#N,0.363467591,-0.036031533,-0.399499124
C(=CN=[N+]=[N-])C=O,0.340890099,0.005755278,-0.335134821
CC#CNN,0.294999276,-0.126565265,-0.421564541
C#CNC=O,0.341343212,-0.083592019,-0.424935231
C(=NO)[N+](=O)[O-],0.403666003,0.010594627,-0.393071376
CC(=NN)N=N,0.311633385,-0.022276524,-0.333909909
C=CNN=C,0.281849023,-0.080362317,-0.36221134
C(NO)(O)O,0.361291378,-0.124488465,-0.485779843
C=C=COC#C,0.315021758,-0.066534941,-0.381556699
C=CCOON=O,0.353340573,-0.015942691,-0.369283264
C(#[N+][O-])O,0.35174662,-0.058089298,-0.409835918
CO[N+]#[C-],0.399033445,-0.126429603,-0.525463048
C(#N)N=C(N=[N+]=[N-])N=[N+]=[N-],0.361555414,0.035195561,-0.326359853
C(=O)OO[N+](=O)[O-],0.424663396,-0.016047792,-0.440711188
C(=NN)(N=[N+]=[N-])N=[N+]=[N-],0.296707443,-0.01582903,-0.312536473
C=C(C#C)C#C,0.318320033,-0.028882475,-0.347202508
CC(=NO)C#C,0.325873703,-0.054870947,-0.38074465
C(C=O)O[N+](=O)[O-],0.381894147,-0.015238509,-0.397132656
C(=N)C=NN,0.326229209,-0.042088116,-0.368317325
C#CC(C#N)O,0.394424161,-0.060360738,-0.454784899
C(=C=O)C#CC=C=O,0.302817755,-0.019659969,-0.322477724
C(#CN=[N+]=[N-])N=[N+]=[N-],0.32545476,-0.015357802,-0.340812562
COC#C[N+](=O)[O-],0.369506941,-0.010246068,-0.379753009
C#CC(=O)OOC(=O)C#C,0.37811291,-0.004151391,-0.382264301
C#CN=C=N,0.340957254,-0.064098723,-0.405055977
C#CC#CN,0.296124384,-0.07822053,-0.374344914
C(=C(C#N)C#N)C=NO,0.349097068,0.046775632,-0.302321436
CCO[N+]#[C-],0.388300708,-0.125538088,-0.513838796
C(C(=N)N)OO,0.338375993,-0.099971296,-0.438347289
C[N+](=NC=O)[O-],0.356026836,0.006688597,-0.349338239
CC(=C=C)C#C,0.311071398,-0.064084879,-0.375156277
C(N=[N+]=[N-])(N=[N+]=[N-])O,0.357972353,-0.024307053,-0.382279406
CC(=O)C(=O)N=C=O,0.366011607,0.017671348,-0.348340259
C=CC#CC#CC#N,0.326814822,0.025306674,-0.301508148
CN(CC#N)C#N,0.357448046,-0.073419455,-0.430867501
COC=C[N+](=O)[O-],0.362775666,-0.014459354,-0.37723502
C(NN=O)NN=O,0.335169783,-0.017921388,-0.353091171
C(=C([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],0.421931945,0.092126261,-0.329805684
[C-]#[N+]CCN=[N+]=[N-],0.362315083,-0.045068556,-0.407383639
C(=NO)N=O,0.357663894,0.044510479,-0.313153415
C#CC#CC#CCO,0.313293153,-0.013120555,-0.326413708
C(#[N+][O-])C(=O)O,0.382783707,-0.021722463,-0.40450617
CCOC(=O)[N],0.362768694,0.00228296,-0.360485734
C(C#N)O[N+](=O)[O-],0.435773777,-0.017108994,-0.452882771
C=C=C=CN,0.273168463,-0.061693781,-0.334862244
CC=C=C=N,0.310870944,-0.024453019,-0.335323963
C=C=CC=N,0.347041013,-0.041513991,-0.388555004
C#CCC=N,0.356674169,-0.096805346,-0.453479515
CC(C#N)O[N+](=O)[O-],0.421408503,-0.014271141,-0.435679644
C(=C(C#N)[N+](=O)[O-])C(=O)O,0.402236942,0.069891829,-0.332345113
C(#CN)C#CN,0.273621417,-0.10692647,-0.380547887
C=C=C=N,0.323556388,-0.018957825,-0.342514213
C=CNCC#N,0.309384394,-0.089924943,-0.399309337
C(#CN)C#N,0.33786788,-0.053160086,-0.391027966
C#CC#CC#CC#C[N+]#[C-],0.311514638,0.03879737,-0.272717268
C#CCN=O,0.336242184,-0.019090548,-0.355332732
C=C=CC=C=O,0.293389022,-0.042556807,-0.335945829
C#CC#CC=C=O,0.299173446,-0.015885098,-0.315058544
C(=C=C=C=O)=C=C=O,0.285956223,0.09119629,-0.194759933
C(=NN)C#N,0.347324754,-0.036241401,-0.383566155
C=C([N+](=O)[O-])O,0.367024035,0.008181755,-0.35884228
C(CO[N+](=O)[O-])C#N,0.415314848,-0.019581842,-0.43489669
C(=O)C#CC#CO,0.334698914,-0.007053366,-0.34175228
C(C=NO)NO,0.33854133,-0.074577531,-0.413118861
C(N(C=O)C=O)O,0.375358589,-0.039450764,-0.414809353
C#CC#CC=[N+]=[N-],0.289449297,-0.007001774,-0.296451071
C=C(C=C=O)C#C,0.29650302,-0.048182708,-0.344685728
C(=N)(N)N[N+](=O)[O-],0.349969406,-0.025613597,-0.375583003
C=NC(=O)CN,0.330712756,-0.034948279,-0.365661035
C=C(C#N)N=C,0.351107026,-0.015042921,-0.366149947
C#CCO[N+](=O)[O-],0.387058355,-0.035526946,-0.422585301
CCOON,0.338063814,-0.097698093,-0.435761907
C(=COC(=O)N)O,0.303272507,-0.11460638,-0.417878887
C(C(=O)C(=O)O)N=[N+]=[N-],0.343276656,0.008441249,-0.334835407
C=C(CN=[N+]=[N-])O,0.324020227,-0.062393873,-0.3864141
C(=C=O)C(=C=O)C=C=O,0.308625655,-0.016428666,-0.325054321
C(N=O)(N=O)(N=O)N=O,0.319683447,0.073353894,-0.246329553
C(=[N+]=N)C(=O)C(=O)[O-],0.347124344,0.036018652,-0.311105692
C(C(=O)ON)(O)O,0.367326828,-0.075909694,-0.443236522
C(C(=O)N(O)O)O,0.360503392,-0.051433081,-0.411936473
C#CC(=O)C(=O)C#C,0.353315477,0.038906248,-0.314409229
C(CON=[N+]=[N-])O,0.335600107,-0.017313248,-0.352913355
C(=NN=C(N)N)=O,0.300431822,-0.087604941,-0.388036763
C(#N)C(=[N+]=N)C(=O)[O-],0.356990352,-0.006226016,-0.363216368
C#CC(CC#N)C#N,0.391469588,-0.058619963,-0.450089551
C(#CC(C#N)C#N)C#N,0.41573001,0.00911364,-0.40661637
C(=O)([O-])ON=[N+]=N,0.328301699,0.011497321,-0.316804378
C(C(=O)N=C=O)N,0.349691422,-0.059226256,-0.408917678
C(=O)(C(=O)N=O)N,0.339469052,0.025340683,-0.314128369
C(=O)(NC(=O)ON)O,0.380478962,-0.064546598,-0.44502556
C(=C(C(=O)N)O)O,0.300489663,-0.068225222,-0.368714885
C(=O)(O)OOON=O,0.38818664,0.007169077,-0.381017563
CCNN=[N+]=[N-],0.33672228,-0.053596058,-0.390318338
C(=C=O)C(=C=O)C(=O)O,0.29635749,-0.011625746,-0.307983236
C(=O)([N+](=O)[O-])OO,0.40893577,0.01485444,-0.39408133
C=CC(=[N+]=N)C(=O)[O-],0.290851046,-0.041671748,-0.332522794
CC(=O)OC#CC#N,0.366632093,-0.020837544,-0.387469637
CC(=O)NC#CC#N,0.346027708,-0.025731335,-0.371759043
CC(=O)N(C#C)C#N,0.348601629,-0.046495567,-0.395097196
C#CNC(=O)CC#N,0.347407967,-0.050116604,-0.397524571
C=CC([N+](=O)[O-])O,0.372130653,-0.017626404,-0.389757057
C(=O)N(C(=O)O)C(=O)O,0.40849034,-0.012964455,-0.421454795
C(=NOOO)(N)N,0.319644766,-0.081563919,-0.401208685
C(=O)(ON=[N+]=[N-])ON=[N+]=[N-],0.373052772,0.037646254,-0.335406518
C(=O)(NN=[N+]=[N-])O,0.326427367,-0.041087976,-0.367515343
C(=O)(NN=[N+]=N)[O-],0.362995906,-0.021420555,-0.384416461
CC(=O)C(=O)OC#N,0.384794493,0.03171109,-0.353083403
C(=O)(ONO)ONO,0.367539491,-0.097702191,-0.465241682
C(C(=O)ON=O)N,0.355027336,-8.105E-05,-0.355108386
[C-]#[N+]C(C(=O)O)[N+]#[C-],0.398877909,-0.031994417,-0.430872326
CC(C(=O)N=O)O,0.348739547,0.03399592,-0.314743627
C(=O)C(=O)OC=O,0.386021854,0.018389294,-0.36763256
C=C=CC(=O)[N+](=O)[O-],0.365186017,0.034474407,-0.33071161
CC(O)O[N+](=O)[O-],0.405862595,-0.031959568,-0.437822163
C(=CN=O)C(=O)O,0.341275286,0.043015746,-0.29825954
C(=C(C=O)C(=O)O)O,0.359078564,-0.006869418,-0.365947982
C(#N)NN(C#N)NC#N,0.39028331,-0.03671977,-0.42700308
C(=O)([N+](=O)[O-])ON=O,0.388455754,0.068609273,-0.319846481
C(NC(=O)O)N=C=O,0.363956981,-0.096406733,-0.460363714
CN(C(=O)O)N=C=O,0.322802879,-0.073497136,-0.396300015
C(C(=O)O)NN=[N+]=[N-],0.345636864,-0.04069321,-0.386330074
CNC(=O)OC=O,0.364595111,-0.060606767,-0.425201878
C(C#N)N(C#N)[N+](=O)[O-],0.407797566,0.009822284,-0.397975282
C=NN=NC(=O)O,0.341862874,-0.018811874,-0.360674748
C(=NNNC(=O)N)=O,0.350884108,-0.053285394,-0.404169502
C(=NC(=O)ON=C=O)=O,0.379850628,-0.02655111,-0.406401738
C(#N)C(C(=O)N)O,0.381446707,-0.070453487,-0.451900194
COC(=O)C#CC#C,0.345155854,-0.006443049,-0.351598903
C(C(=O)C(=O)O)N=O,0.339776507,0.01552456,-0.324251947
C(#N)C(=O)ON=NOC(=O)C#N,0.42083923,0.064064171,-0.356775059
CC(=O)C(=O)OC#C,0.352317743,0.011862696,-0.340455047
C(=O)(C(=O)ON=[N+]=[N-])N,0.353928358,0.006081404,-0.347846954
C(C(=O)O)(OO)OO,0.380108162,-0.060974098,-0.44108226
C(N=O)OC(=N)N,0.31592611,-0.025631579,-0.341557689
CC(=[N+]=N)C(=O)[O-],0.312941464,-0.087498181,-0.400439645
CC=C=C(C#N)C#N,0.370983056,0.010219338,-0.360763718
C(C(=O)C=C=O)O,0.339655222,-0.047762931,-0.387418153
C(#N)OC(=O)OO,0.419909544,-0.047426056,-0.4673356
C(=O)(NN=O)NN=O,0.356910864,0.027913562,-0.328997302
C[N+](=CC(=O)O)[O-],0.336319423,-0.010165349,-0.346484772
C(C(=O)O)ONO,0.344085812,-0.087467942,-0.431553754
C(=NNN)C(=O)O,0.322535087,-0.03913542,-0.361670507
C=CC(=O)C(=O)C#C,0.338910632,0.033429996,-0.305480636
COC(=O)C(=O)C#C,0.355202001,0.014952859,-0.340249142
CC(=O)OC(=O)C#C,0.372455392,-0.014651235,-0.387106627
C(=O)(NC(=O)OO)OO,0.37950811,-0.055294754,-0.434802864
CN=C(C#N)C(=O)O,0.37629383,0.01994433,-0.3563495
C(=O)(OC(=O)OO)OO,0.396610316,-0.035509271,-0.432119587
C(C#N)C(=NN)C#N,0.350127844,-0.015877022,-0.366004866
C(=C(O)O)(C(=O)O)O,0.299108077,-0.062382237,-0.361490314
C=C(C=O)[N+](=O)[O-],0.377706938,0.035387004,-0.342319934
C=C(C#N)C(=O)ON,0.366543994,0.010213926,-0.356330068
C(#N)C(=O)NN=C=O,0.364126432,-0.003233383,-0.367359815
C#CC(=O)NC(=O)N,0.365898372,-0.020688956,-0.386587328
C=C(C(=O)O)OC#N,0.375047204,-0.008750436,-0.38379764
C(=COC#N)C(=O)O,0.376403917,-0.013723267,-0.390127184
C(=O)(NN)NN=O,0.35542583,-0.017035167,-0.372460997
C(=CO)C(=O)NC#N,0.352335707,-0.029291698,-0.381627405
C(#N)N([N+](=O)[O-])[N+](=O)[O-],0.424044331,0.04297442,-0.381069911
C=C(C#N)OCC#N,0.364965418,-0.029200719,-0.394166137
C=C=C(N=C=O)N=C=O,0.317764173,-0.04553455,-0.363298723
C(=NOC(=O)O)=O,0.381678109,-0.037831805,-0.419509914
C(=O)(OOO)OOO,0.415806308,-0.001247169,-0.417053477
C(=O)C(=O)NC=O,0.363058438,0.023955668,-0.33910277
C(NC=O)[N+](=O)[O-],0.372633325,-0.032434274,-0.405067599
C(C(=O)C(=O)O)OO,0.359091448,-0.006845478,-0.365936926
C(=CC(=O)OO)C=O,0.366748839,0.035061595,-0.331687244
C(C(=O)NC=O)O,0.35163457,-0.050068412,-0.401702982
C#CC(C#N)NC=O,0.363475373,-0.064357015,-0.427832388
C(C#CC#N)NC=O,0.355821157,-0.025142045,-0.380963202
CN=NN=O,0.308274925,0.003463225,-0.3048117
C(=C(C#N)C#N)OC(=O)O,0.370270333,0.020737113,-0.34953322
C(=C=C=O)C=C=C=O,0.32234531,0.070165674,-0.252179636
C=C(ON)ON,0.314977082,-0.123043871,-0.438020953
C(=O)OC(=O)NO,0.354975586,-0.048276743,-0.403252329
C=C(O)OCO,0.307428198,-0.132840207,-0.440268405
C[N+](O)(O)[O-],0.372376651,-0.138123162,-0.510499813
C(=NC=O)C(=O)O,0.354825895,0.006214818,-0.348611077
C(=O)(N)NNN=[N+]=[N-],0.349688416,-0.030272861,-0.379961277
C=C(C[N+](=O)[O-])C#N,0.378917803,0.001296159,-0.377621644
C(C(=O)N=O)N=O,0.344226265,-0.052647742,-0.396874007
C(C=[N+]=[N-])C(=O)O,0.308657596,-0.046133589,-0.354791185
C#COCC(=O)O,0.336498446,-0.088805214,-0.42530366
C(C(=O)N=O)C(=O)O,0.335538948,0.022022727,-0.313516221
C=CC(=O)N(O)O,0.345460842,-0.015451676,-0.360912518
C=C(C(=O)NO)O,0.321746577,-0.054660287,-0.376406864
C(=O)(N)OC(=O)OO,0.387637866,-0.075648622,-0.463286488
C(=O)(NC(=O)OO)O,0.395368236,-0.052968229,-0.448336465
C(C#CC#N)C(=O)N,0.352154426,-0.027496086,-0.379650512
C(=O)C(C(=O)N=O)N,0.329454406,0.03083885,-0.298615556
CC(C(=O)N=O)N=O,0.330832139,-0.0591368,-0.389968939
C(=O)C(C(=O)N=O)N=O,0.346378404,0.027092326,-0.319286078
C(=O)(C(=O)N)C(=O)O,0.349401343,-0.000779456,-0.350180799
CONOC(=O)O,0.372105397,-0.113073685,-0.485179082
CN(C#N)C(=O)C#C,0.363032092,-0.015793178,-0.37882527
C(=O)C(=O)N[N+](=O)[O-],0.376720036,0.027340323,-0.349379713
C(=O)(C(=O)N=O)N=O,0.365593796,0.085026705,-0.280567091
C(=O)(O)ONN=O,0.362174698,-0.041316047,-0.403490745
C(=N)C(N=O)N=O,0.334414693,0.043656959,-0.290757734
C(=NNOC(=O)N)=O,0.354170092,-0.064860222,-0.419030314
C(=NN(N=C=O)N=C=O)=O,0.337080801,0.01837734,-0.318703461
C(#N)OOOOC#N,0.379587796,0.01439615,-0.365191646
C(=N)C(=N)C(=O)O,0.372501399,0.015806302,-0.356695097
C(=NO)C(=O)C=O,0.348478399,0.023136293,-0.325342106
C(=NO)OC=NO,0.318721303,-0.071362636,-0.390083939
C=CC(=O)N(C#N)C#N,0.3857342,0.020769716,-0.364964484
C#COC(=O)CO,0.357452482,-0.055664207,-0.413116689
C(NC(=O)O)(O)O,0.362057855,-0.122613645,-0.4846715
C(=O)(N)ON=NC(=O)O,0.361730126,-0.000834674,-0.3625648
CN(C#N)OC,0.351831123,-0.09009961,-0.441930733
C=C(C[N+](=O)[O-])O,0.338604446,-0.011180436,-0.349784882
COC(=O)ON=[N+]=[N-],0.377660906,-0.010311872,-0.387972778
C(=O)OC(=O)OOOOO,0.380876697,0.103957282,-0.276919415
C(C(=O)ON=O)ON=O,0.366616562,0.036398573,-0.330217989
C(=NO)C(=O)NO,0.332886539,-0.0226785,-0.355565039
C(O)(O)(O)O[N+](=O)[O-],0.412864296,-0.030629631,-0.443493927
C=CC(=O)[N+](=O)[O-],0.380845633,0.036758025,-0.344087608
C(=C=C=C=O)C(=O)C=O,0.32535642,0.03525593,-0.29010049
C=NC(=O)N(O)O,0.347228687,-0.015724419,-0.362953106
C(=O)(N=NOC(=O)O)O,0.386998336,0.011778152,-0.375220184
C(=O)(O)O[N+](=O)OC(=O)[O-],0.423801212,-0.009117264,-0.432918476
C(=O)(C(=O)ON=O)ON=O,0.361871682,0.06060477,-0.301266912
C(=O)(NN=O)NO,0.350529901,-0.004950588,-0.355480489
C(CO)C=[O+][O-],0.328603491,-0.018281809,-0.3468853
C(#N)C(NN)N=O,0.335276245,0.016445195,-0.31883105
C(C#N)NNN=O,0.34941777,-0.03604853,-0.3854663
C=CC(=O)ON=C=N,0.352169348,-0.01548333,-0.367652678
C=C(C(=O)NC#N)O,0.354143117,-0.017776199,-0.371919316
[C-]#[N+]CCC=O,0.368261554,-0.055473659,-0.423735213
CC(=O)[N+](O)(O)[O-],0.355390661,-0.050417781,-0.405808442
C(#N)C(=NO)C(=O)N=O,0.358444201,0.075180284,-0.283263917
C(=O)(N)OOOO,0.384150302,-0.052225622,-0.436375924
C(C=NO)C#N,0.37482393,-0.064032863,-0.438856793
C(=NO)C(=O)NC#N,0.372184756,-0.000668127,-0.372852883
C(=NC(=O)NN)=O,0.373542994,-0.074682886,-0.44822588
C(#N)C(=C([N+](=O)[O-])[N+](=O)[O-])C#N,0.416847238,0.111461647,-0.305385591
C(C(=O)CO)N=O,0.341205915,0.021820142,-0.319385773
C(=NC=O)C=NC=O,0.349408682,0.0296004,-0.319808282
COOOOOOO,0.380246503,-0.054143344,-0.434389847
C(=O)(C(=O)N=O)C(=O)O,0.358954321,0.082187821,-0.2767665
C#CC(=O)NC(=O)O,0.387035771,-0.001706928,-0.388742699
C(=N)(N)N(N=O)N=O,0.347265143,0.041972435,-0.305292708
C(=NC(=O)C(=O)N)=O,0.366783517,-0.003954633,-0.37073815
C=C[N+](N=[N+]=[N-])(O)[O-],0.322106065,0.034069573,-0.288036492
CC(=O)O[N+]#[C-],0.42038103,-0.054935785,-0.475316815
C(#N)C(=NO)C(=O)ON=O,0.389316085,0.050497802,-0.338818283
C(#N)C(C(=NO)C#N)O,0.39073347,0.006911644,-0.383821826
C(C(N=O)N=O)N=O,0.325532252,0.038866643,-0.286665609
CC(C#N)([N+](=O)[O-])O,0.411413054,0.002684276,-0.408728778
CC(N=O)[N+](=O)[O-],0.362345981,0.017403842,-0.344942139
C(=O)NOC(=O)ON,0.365658799,-0.064153558,-0.429812357
C(=NN(N)N=C=O)=O,0.334917198,-0.025418257,-0.360335455
C(C(=O)N)([N+](=O)[O-])O,0.385450551,-0.014360496,-0.399811047
C(C=[N+]=N)C(=O)[O-],0.348456369,-0.013272441,-0.36172881
C(#N)N(C(=O)N)N,0.366296965,-0.091003523,-0.457300488
C(=O)N(C(=O)O)N=C=O,0.354801472,-0.034477432,-0.389278904
C(#N)C(=N[N+](=O)[O-])N,0.395710982,0.031108982,-0.364602
C(=NC(=O)OC(=O)N)=O,0.390500486,-0.030599555,-0.421100041
